ID;SKU;Estado;Visible en tienda;Línea;Categoría;Subcategoría;Nombre;Marca;Precio;Disponibilidad;Descripción;Talla;Color;Etiqueta;Carpeta categoría;Carpeta producto;Imágenes;Registro fotográfico visible;Cantidad de fotografías
S32;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Roma push up largo bota ancha suplex;LIHEN.CO;72000;Disponible / por confirmar;"Enterizo Roma push up largo bota ancha suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_roma_push_up_largo_bota_ancha_suplex;./assets/productos/STYLE/enterizos/enterizo_roma_push_up_largo_bota_ancha_suplex/enterizo_roma_push_up_largo_bota_ancha_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_roma_push_up_largo_bota_ancha_suplex/enterizo_roma_push_up_largo_bota_ancha_suplex_1.webp;Sí;2
S22;;Activo;Sí;Style;Ropa deportiva / enterizo corto;;Enterizo Sandy corto suplex;LIHEN.CO;78000;Disponible / por confirmar;"Enterizo Sandy corto suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_sandy_corto_suplex;./assets/productos/STYLE/enterizos/enterizo_sandy_corto_suplex/enterizo_sandy_corto_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_sandy_corto_suplex/enterizo_sandy_corto_suplex_1.webp;Sí;2
S45;;Activo;Sí;Style;Ropa deportiva / chaqueta mujer;;Chaqueta importada dama sin capucha;LIHEN.CO;87000;Disponible / por confirmar;"Chaqueta importada dama sin capucha de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;chaqueta_importada_dama_sin_capucha;./assets/productos/STYLE/ropa_deportiva/chaqueta_importada_dama_sin_capucha/chaqueta_importada_dama_sin_capucha_0.webp;Sí;1
S43;;Activo;Sí;Style;Ropa deportiva / chaqueta mujer;;Chaqueta manga larga Capriati;LIHEN.CO;28500;Disponible / por confirmar;"Chaqueta manga larga Capriati de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;chaqueta_manga_larga_capriati;./assets/productos/STYLE/ropa_deportiva/chaqueta_manga_larga_capriati/chaqueta_manga_larga_capriati_0.webp;Sí;1
S08;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Conjunto 3 piezas;LIHEN.CO;82500;Disponible / por confirmar;"Conjunto 3 piezas de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;conjunto_3_piezas;./assets/productos/STYLE/ropa_deportiva/conjunto_3_piezas/conjunto_3_piezas_0.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_3_piezas/conjunto_3_piezas_1.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_3_piezas/conjunto_3_piezas_2.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_3_piezas/conjunto_3_piezas_3.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_3_piezas/conjunto_3_piezas_4.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_3_piezas/conjunto_3_piezas_5.webp;Sí;6
S16;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Conjunto Danny;LIHEN.CO;69000;Disponible / por confirmar;"Conjunto Danny de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;conjunto_danny;./assets/productos/STYLE/ropa_deportiva/conjunto_danny/conjunto_danny_0.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_danny/conjunto_danny_1.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_danny/conjunto_danny_2.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_danny/conjunto_danny_3.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_danny/conjunto_danny_4.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_danny/conjunto_danny_5.webp;Sí;6
S52;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Conjunto Natzuki;LIHEN.CO;82500;Disponible / por confirmar;"Conjunto Natzuki de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;conjunto_natzuki;./assets/productos/STYLE/ropa_deportiva/conjunto_natzuki/conjunto_natzuki_0.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_natzuki/conjunto_natzuki_1.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_natzuki/conjunto_natzuki_2.webp;Sí;3
S07;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Conjunto Yoga;LIHEN.CO;108000;Disponible / por confirmar;"Conjunto Yoga de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;conjunto_yoga;./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_0.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_1.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_2.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_3.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_4.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_5.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_6.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_7.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_8.webp|./assets/productos/STYLE/ropa_deportiva/conjunto_yoga/conjunto_yoga_9.webp;Sí;10
S15;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Falda prenses + top unicolor;LIHEN.CO;63000;Disponible / por confirmar;"Falda prenses + top unicolor de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;falda_prenses_top_unicolor;./assets/productos/STYLE/ropa_deportiva/falda_prenses_top_unicolor/falda_prenses_top_unicolor_0.webp|./assets/productos/STYLE/ropa_deportiva/falda_prenses_top_unicolor/falda_prenses_top_unicolor_1.webp;Sí;2
S17;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Falda suplex + top cuello;LIHEN.CO;57000;Disponible / por confirmar;"Falda suplex + top cuello de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;falda_suplex_top_cuello;./assets/productos/STYLE/ropa_deportiva/falda_suplex_top_cuello/falda_suplex_top_cuello_0.webp|./assets/productos/STYLE/ropa_deportiva/falda_suplex_top_cuello/falda_suplex_top_cuello_1.webp|./assets/productos/STYLE/ropa_deportiva/falda_suplex_top_cuello/falda_suplex_top_cuello_2.webp;Sí;3
S14;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Falda unicolor + top;LIHEN.CO;48000;Disponible / por confirmar;"Falda unicolor + top de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;falda_unicolor_top;./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_0.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_1.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_2.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_3.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_4.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_5.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_6.webp|./assets/productos/STYLE/ropa_deportiva/falda_unicolor_top/falda_unicolor_top_7.webp;Sí;8
S06;;Activo;Sí;Style;Ropa deportiva / licra mujer;;Licra bota ancha suplex cierre;LIHEN.CO;57000;Disponible / por confirmar;"Licra bota ancha suplex cierre de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;licra_bota_ancha_suplex_cierre;./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_cierre/licra_bota_ancha_suplex_cierre_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_cierre/licra_bota_ancha_suplex_cierre_1.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_cierre/licra_bota_ancha_suplex_cierre_2.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_cierre/licra_bota_ancha_suplex_cierre_3.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_cierre/licra_bota_ancha_suplex_cierre_4.webp;Sí;5
S04;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Licra bota ancha suplex + top;LIHEN.CO;63000;Disponible / por confirmar;"Licra bota ancha suplex + top de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;licra_bota_ancha_suplex_top;./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_top/licra_bota_ancha_suplex_top_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_top/licra_bota_ancha_suplex_top_1.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_top/licra_bota_ancha_suplex_top_2.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_top/licra_bota_ancha_suplex_top_3.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_top/licra_bota_ancha_suplex_top_4.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_suplex_top/licra_bota_ancha_suplex_top_5.webp;Sí;6
S01;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Licra bota ancha unicolor con vivo + top;LIHEN.CO;82500;Disponible / por confirmar;"Licra bota ancha unicolor con vivo + top de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;licra_bota_ancha_unicolor_con_vivo_top;./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_unicolor_con_vivo_top/licra_bota_ancha_unicolor_con_vivo_top_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_bota_ancha_unicolor_con_vivo_top/licra_bota_ancha_unicolor_con_vivo_top_1.webp;Sí;2
S05;;Activo;Sí;Style;Ropa deportiva / licra mujer;;Licra sirena bota ancha suplex;LIHEN.CO;57000;Disponible / por confirmar;"Licra sirena bota ancha suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;licra_sirena_bota_ancha_suplex;./assets/productos/STYLE/ropa_deportiva/licra_sirena_bota_ancha_suplex/licra_sirena_bota_ancha_suplex_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_bota_ancha_suplex/licra_sirena_bota_ancha_suplex_1.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_bota_ancha_suplex/licra_sirena_bota_ancha_suplex_2.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_bota_ancha_suplex/licra_sirena_bota_ancha_suplex_3.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_bota_ancha_suplex/licra_sirena_bota_ancha_suplex_4.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_bota_ancha_suplex/licra_sirena_bota_ancha_suplex_5.webp;Sí;6
S03;;Activo;Sí;Style;Ropa deportiva / licra mujer;;Licra sirena unicolor;LIHEN.CO;37500;Disponible / por confirmar;"Licra sirena unicolor de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;licra_sirena_unicolor;./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_1.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_2.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_3.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_4.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_5.webp|./assets/productos/STYLE/ropa_deportiva/licra_sirena_unicolor/licra_sirena_unicolor_6.webp;Sí;7
S13;;Activo;Sí;Style;Ropa deportiva / pantaloneta mujer;;Pantaloneta dama antifluido con licra interna;LIHEN.CO;42000;Disponible / por confirmar;"Pantaloneta dama antifluido con licra interna de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;pantaloneta_dama_antifluido_con_licra_interna;./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_0.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_1.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_2.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_3.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_4.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_5.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_6.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_7.webp|./assets/productos/STYLE/ropa_deportiva/pantaloneta_dama_antifluido_con_licra_interna/pantaloneta_dama_antifluido_con_licra_interna_8.webp;Sí;9
S12;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Short malla push up suplex + top;LIHEN.CO;45000;Disponible / por confirmar;"Short malla push up suplex + top de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;short_malla_push_up_suplex_top;./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_0.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_1.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_2.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_3.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_4.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_5.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_6.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_7.webp|./assets/productos/STYLE/ropa_deportiva/short_malla_push_up_suplex_top/short_malla_push_up_suplex_top_8.webp;Sí;9
S10;;Activo;Sí;Style;Ropa deportiva / conjunto mujer;;Short nylon unicolor + top;LIHEN.CO;33000;Disponible / por confirmar;"Short nylon unicolor + top de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;short_nylon_unicolor_top;./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_0.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_1.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_2.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_3.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_4.webp;Sí;5
S51;;Activo;Sí;Style;Ropa deportiva / sudadera mujer;;Sudadera bota recta burda + chaqueta;LIHEN.CO;82500;Disponible / por confirmar;"Sudadera bota recta burda + chaqueta de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;sudadera_bota_recta_burda_chaqueta;./assets/productos/STYLE/ropa_deportiva/sudadera_bota_recta_burda_chaqueta/sudadera_bota_recta_burda_chaqueta_0.webp;Sí;1
S55;;Activo;Sí;Style;Ropa deportiva hombre / camiseta manga larga;;Calentador hombre unicolor nacional;LIHEN.CO;37500;Disponible / por confirmar;"Calentador hombre unicolor nacional de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;calentador_hombre_unicolor_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_5.webp;Sí;6
S56;;Activo;Sí;Style;Ropa deportiva hombre / camiseta sin mangas;;Camiseta hombre esqueleto nacional;LIHEN.CO;30500;Disponible / por confirmar;"Camiseta hombre esqueleto nacional de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_hombre_esqueleto_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_4.webp;Sí;5
S53;;Activo;Sí;Style;Ropa deportiva hombre / camiseta;;Camiseta hombre unicolor nacional;LIHEN.CO;30500;Disponible / por confirmar;"Camiseta hombre unicolor nacional de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_hombre_unicolor_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_5.webp;Sí;6
S62;;Activo;Sí;Style;Ropa deportiva hombre / camiseta;;Camiseta importada hombre;LIHEN.CO;52500;Disponible / por confirmar;"Camiseta importada hombre de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_importada_hombre;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_4.webp;Sí;5
S54;;Activo;Sí;Style;Ropa deportiva hombre / camiseta;;Camiseta oversize hombre;LIHEN.CO;52500;Disponible / por confirmar;"Camiseta oversize hombre de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_oversize_hombre;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_5.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_6.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_7.webp;Sí;8
